Date,PercentOfBaseline,State
5/27/2020,97,Ontario
5/27/2020,100,Quebec
5/27/2020,75,Quebec
5/27/2020,66,California
5/27/2020,45,California
5/27/2020,55,Colorado
5/27/2020,70,Florida
5/27/2020,61,Georgia
5/27/2020,92,Hawaii
5/27/2020,75,Illinois
5/27/2020,60,Massachusetts
5/27/2020,52,Michigan
5/27/2020,85,North Carolina
5/27/2020,71,New Jersey
5/27/2020,39,Nevada
5/27/2020,61,New York
5/27/2020,53,New York
5/27/2020,71,Texas
5/27/2020,59,Virginia
5/27/2020,73,Washington
5/28/2020,61,New South Wales
5/28/2020,22,Santiago Province
5/28/2020,98,Alberta
5/28/2020,60,Alberta
5/28/2020,78,British Columbia
5/28/2020,94,Manitoba
5/28/2020,73,Nova Scotia
5/28/2020,64,Ontario
5/28/2020,100,Ontario
5/28/2020,100,Quebec
5/28/2020,77,Quebec
5/28/2020,69,California
5/28/2020,47,California
5/28/2020,59,Colorado
5/28/2020,72,Florida
5/28/2020,61,Georgia
5/28/2020,96,Hawaii
5/28/2020,80,Illinois
5/28/2020,58,Massachusetts
5/28/2020,47,Michigan
5/28/2020,87,North Carolina
5/28/2020,71,New Jersey
5/28/2020,35,Nevada
5/28/2020,53,New York
5/28/2020,56,New York
5/28/2020,69,Texas
5/28/2020,55,Virginia
5/28/2020,72,Washington
5/29/2020,54,New South Wales
5/29/2020,28,Santiago Province
5/29/2020,83,Alberta
5/29/2020,41,Alberta
5/29/2020,82,British Columbia
5/29/2020,97,Manitoba
5/29/2020,80,Nova Scotia
5/29/2020,65,Ontario
5/29/2020,89,Ontario
5/29/2020,100,Quebec
5/29/2020,75,Quebec
5/29/2020,70,California
5/29/2020,51,California
5/29/2020,59,Colorado
5/29/2020,81,Florida
5/29/2020,59,Georgia
5/29/2020,83,Hawaii
5/29/2020,79,Illinois
5/29/2020,60,Massachusetts
5/29/2020,44,Michigan
5/29/2020,84,North Carolina
5/29/2020,71,New Jersey
5/29/2020,20,Nevada
5/29/2020,53,New York
5/29/2020,50,New York
5/29/2020,70,Texas
5/29/2020,60,Virginia
5/29/2020,62,Washington
5/30/2020,30,New South Wales
5/30/2020,13,Santiago Province
5/30/2020,62,Alberta
5/30/2020,65,British Columbia
5/30/2020,100,Manitoba
5/30/2020,100,Nova Scotia
5/30/2020,41,Ontario
5/30/2020,81,Ontario
5/30/2020,79,Quebec
5/30/2020,58,Quebec
5/30/2020,60,California
5/30/2020,45,California
5/30/2020,35,Colorado
5/30/2020,64,Florida
5/30/2020,59,Georgia
5/30/2020,86,Hawaii
5/30/2020,74,Illinois
5/30/2020,55,Massachusetts
5/30/2020,37,Michigan
5/30/2020,71,North Carolina
5/30/2020,63,New Jersey
5/30/2020,14,Nevada
5/30/2020,52,New York
5/30/2020,60,New York
5/30/2020,56,Texas
5/30/2020,47,Virginia
5/30/2020,50,Washington
5/31/2020,51,New South Wales
5/31/2020,95,Alberta
5/31/2020,71,Alberta
5/31/2020,65,British Columbia
5/31/2020,99,Manitoba
5/31/2020,100,Nova Scotia
5/31/2020,29,Ontario
5/31/2020,91,Ontario
5/31/2020,96,Quebec
5/31/2020,37,Quebec
5/31/2020,55,California
5/31/2020,23,California
5/31/2020,21,Colorado
5/31/2020,59,Florida
5/31/2020,49,Georgia
5/31/2020,85,Hawaii
5/31/2020,74,Illinois
5/31/2020,58,Massachusetts
5/31/2020,34,Michigan
5/31/2020,69,North Carolina
5/31/2020,63,New Jersey
5/31/2020,14,Nevada
5/31/2020,46,New York
5/31/2020,73,New York
5/31/2020,38,Texas
5/31/2020,32,Virginia
5/31/2020,64,Washington
6/1/2020,55,New South Wales
6/1/2020,20,Santiago Province
6/1/2020,96,Alberta
6/1/2020,61,Alberta
6/1/2020,91,British Columbia
6/1/2020,100,Manitoba
6/1/2020,100,Nova Scotia
6/1/2020,75,Ontario
6/1/2020,100,Ontario
6/1/2020,100,Quebec
6/1/2020,76,Quebec
6/1/2020,61,California
6/1/2020,45,California
6/1/2020,44,Colorado
6/1/2020,83,Florida
6/1/2020,55,Georgia
6/1/2020,81,Hawaii
6/1/2020,69,Illinois
6/1/2020,69,Massachusetts
6/1/2020,45,Michigan
6/1/2020,92,North Carolina
6/1/2020,76,New Jersey
6/1/2020,31,Nevada
6/1/2020,70,New York
6/1/2020,53,New York
6/1/2020,71,Texas
6/1/2020,58,Virginia
6/1/2020,61,Washington
6/2/2020,59,New South Wales
6/2/2020,34,Santiago Province
6/2/2020,92,Alberta
6/2/2020,56,Alberta
6/2/2020,85,British Columbia
6/2/2020,92,Manitoba
6/2/2020,85,Nova Scotia
6/2/2020,64,Ontario
6/2/2020,96,Ontario
6/2/2020,100,Quebec
6/2/2020,82,Quebec
6/2/2020,67,California
6/2/2020,40,California
6/2/2020,55,Colorado
6/2/2020,83,Florida
6/2/2020,61,Georgia
6/2/2020,89,Hawaii
6/2/2020,76,Illinois
6/2/2020,72,Massachusetts
6/2/2020,50,Michigan
6/2/2020,94,North Carolina
6/2/2020,71,New Jersey
6/2/2020,40,Nevada
6/2/2020,56,New York
6/2/2020,53,New York
6/2/2020,72,Texas
6/2/2020,54,Virginia
6/2/2020,70,Washington
6/3/2020,61,New South Wales
6/3/2020,41,Santiago Province
6/3/2020,87,Alberta
6/3/2020,70,Alberta
6/3/2020,78,British Columbia
6/3/2020,91,Manitoba
6/3/2020,77,Nova Scotia
6/3/2020,66,Ontario
6/3/2020,96,Ontario
6/3/2020,100,Quebec
6/3/2020,82,Quebec
6/3/2020,63,California
6/3/2020,44,California
6/3/2020,58,Colorado
6/3/2020,91,Florida
6/3/2020,57,Georgia
6/3/2020,86,Hawaii
6/3/2020,78,Illinois
6/3/2020,73,Massachusetts
6/3/2020,47,Michigan
6/3/2020,87,North Carolina
6/3/2020,68,New Jersey
6/3/2020,41,Nevada
6/3/2020,57,New York
6/3/2020,56,New York
6/3/2020,70,Texas
6/3/2020,55,Virginia
6/3/2020,71,Washington
6/4/2020,59,New South Wales
6/4/2020,20,Santiago Province
6/4/2020,86,Alberta
6/4/2020,60,Alberta
6/4/2020,83,British Columbia
6/4/2020,97,Manitoba
6/4/2020,40,Nova Scotia
6/4/2020,69,Ontario
6/4/2020,98,Ontario
6/4/2020,100,Quebec
6/4/2020,82,Quebec
6/4/2020,68,California
6/4/2020,42,California
6/4/2020,48,Colorado
6/4/2020,83,Florida
6/4/2020,62,Georgia
6/4/2020,99,Hawaii
6/4/2020,82,Illinois
6/4/2020,64,Massachusetts
6/4/2020,47,Michigan
6/4/2020,76,North Carolina
6/4/2020,73,New Jersey
6/4/2020,37,Nevada
6/4/2020,55,New York
6/4/2020,53,New York
6/4/2020,80,Texas
6/4/2020,51,Virginia
6/4/2020,70,Washington
6/5/2020,50,New South Wales
6/5/2020,27,Santiago Province
6/5/2020,86,Alberta
6/5/2020,72,Alberta
6/5/2020,77,British Columbia
6/5/2020,87,Manitoba
6/5/2020,43,Nova Scotia
6/5/2020,63,Ontario
6/5/2020,99,Ontario
6/5/2020,100,Quebec
6/5/2020,83,Quebec
6/5/2020,66,California
6/5/2020,41,California
6/5/2020,49,Colorado
6/5/2020,86,Florida
6/5/2020,58,Georgia
6/5/2020,75,Hawaii
6/5/2020,82,Illinois
6/5/2020,63,Massachusetts
6/5/2020,44,Michigan
6/5/2020,75,North Carolina
6/5/2020,74,New Jersey
6/5/2020,35,Nevada
6/5/2020,64,New York
6/5/2020,52,New York
6/5/2020,80,Texas
6/5/2020,63,Virginia
6/5/2020,80,Washington
6/6/2020,22,Santiago Province
6/6/2020,65,Alberta
6/6/2020,58,British Columbia
6/6/2020,100,Manitoba
6/6/2020,33,Nova Scotia
6/6/2020,41,Ontario
6/6/2020,98,Ontario
6/6/2020,74,Quebec
6/6/2020,48,Quebec
6/6/2020,64,California
6/6/2020,37,California
6/6/2020,35,Colorado
6/6/2020,76,Florida
6/6/2020,59,Georgia
6/6/2020,93,Hawaii
6/6/2020,83,Illinois
6/6/2020,58,Massachusetts
6/6/2020,40,Michigan
6/6/2020,50,North Carolina
6/6/2020,62,New Jersey
6/6/2020,22,Nevada
6/6/2020,56,New York
6/6/2020,65,New York
6/6/2020,65,Texas
6/6/2020,50,Virginia
6/6/2020,56,Washington
6/7/2020,21,New South Wales
6/7/2020,99,Alberta
6/7/2020,91,Alberta
6/7/2020,52,British Columbia
6/7/2020,100,Manitoba
6/7/2020,23,Nova Scotia
6/7/2020,28,Ontario
6/7/2020,55,Ontario
6/7/2020,100,Quebec
6/7/2020,40,Quebec
6/7/2020,53,California
6/7/2020,28,California
6/7/2020,27,Colorado
6/7/2020,98,Florida
6/7/2020,41,Georgia
6/7/2020,89,Hawaii
6/7/2020,61,Illinois
6/7/2020,65,Massachusetts
6/7/2020,37,Michigan
6/7/2020,64,North Carolina
6/7/2020,70,New Jersey
6/7/2020,19,Nevada
6/7/2020,44,New York
6/7/2020,72,New York
6/7/2020,58,Texas
6/7/2020,43,Virginia
6/7/2020,70,Washington
6/8/2020,25,New South Wales
6/8/2020,28,Santiago Province
6/8/2020,100,Alberta
6/8/2020,68,Alberta
6/8/2020,91,British Columbia
6/8/2020,100,Manitoba
6/8/2020,87,Nova Scotia
6/8/2020,69,Ontario
6/8/2020,100,Ontario
6/8/2020,100,Quebec
6/8/2020,79,Quebec
6/8/2020,69,California
6/8/2020,41,California
6/8/2020,45,Colorado
6/8/2020,82,Florida
6/8/2020,54,Georgia
6/8/2020,96,Hawaii
6/8/2020,78,Illinois
6/8/2020,60,Massachusetts
6/8/2020,42,Michigan
6/8/2020,76,North Carolina
6/8/2020,78,New Jersey
6/8/2020,36,Nevada
6/8/2020,64,New York
6/8/2020,54,New York
6/8/2020,80,Texas
6/8/2020,59,Virginia
6/8/2020,68,Washington
6/9/2020,54,New South Wales
6/9/2020,25,Santiago Province
6/9/2020,93,Alberta
6/9/2020,70,Alberta
6/9/2020,78,British Columbia
6/9/2020,96,Manitoba
6/9/2020,83,Nova Scotia
6/9/2020,65,Ontario
6/9/2020,100,Ontario
6/9/2020,100,Quebec
6/9/2020,79,Quebec
6/9/2020,66,California
6/9/2020,43,California
6/9/2020,50,Colorado
6/9/2020,85,Florida
6/9/2020,57,Georgia
6/9/2020,88,Hawaii
6/9/2020,80,Illinois
6/9/2020,62,Massachusetts
6/9/2020,44,Michigan
6/9/2020,87,North Carolina
6/9/2020,74,New Jersey
6/9/2020,41,Nevada
6/9/2020,57,New York
6/9/2020,59,New York
6/9/2020,81,Texas
6/9/2020,58,Virginia
6/9/2020,57,Washington
6/10/2020,56,New South Wales
6/10/2020,24,Santiago Province
6/10/2020,85,Alberta
6/10/2020,54,Alberta
6/10/2020,84,British Columbia
6/10/2020,94,Manitoba
6/10/2020,79,Nova Scotia
6/10/2020,66,Ontario
6/10/2020,99,Ontario
6/10/2020,100,Quebec
6/10/2020,77,Quebec
6/10/2020,66,California
6/10/2020,42,California
6/10/2020,53,Colorado
6/10/2020,81,Florida
6/10/2020,56,Georgia
6/10/2020,83,Hawaii
6/10/2020,79,Illinois
6/10/2020,66,Massachusetts
6/10/2020,48,Michigan
6/10/2020,84,North Carolina
6/10/2020,69,New Jersey
6/10/2020,37,Nevada
6/10/2020,55,New York
6/10/2020,57,New York
6/10/2020,84,Texas
6/10/2020,53,Virginia
6/10/2020,62,Washington
6/11/2020,64,New South Wales
6/11/2020,24,Santiago Province
6/11/2020,87,Alberta
6/11/2020,76,Alberta
6/11/2020,80,British Columbia
6/11/2020,87,Manitoba
6/11/2020,78,Nova Scotia
6/11/2020,70,Ontario
6/11/2020,98,Ontario
6/11/2020,100,Quebec
6/11/2020,79,Quebec
6/11/2020,66,California
6/11/2020,45,California
6/11/2020,53,Colorado
6/11/2020,77,Florida
6/11/2020,60,Georgia
6/11/2020,71,Hawaii
6/11/2020,80,Illinois
6/11/2020,57,Massachusetts
6/11/2020,46,Michigan
6/11/2020,92,North Carolina
6/11/2020,89,New Jersey
6/11/2020,36,Nevada
6/11/2020,53,New York
6/11/2020,57,New York
6/11/2020,79,Texas
6/11/2020,53,Virginia
6/11/2020,71,Washington
6/12/2020,60,New South Wales
6/12/2020,31,Santiago Province
6/12/2020,86,Alberta
6/12/2020,70,Alberta
6/12/2020,79,British Columbia
6/12/2020,94,Manitoba
6/12/2020,71,Nova Scotia
6/12/2020,69,Ontario
6/12/2020,88,Ontario
6/12/2020,100,Quebec
6/12/2020,81,Quebec
6/12/2020,65,California
6/12/2020,36,California
6/12/2020,58,Colorado
6/12/2020,82,Florida
6/12/2020,64,Georgia
6/12/2020,88,Hawaii
6/12/2020,76,Illinois
6/12/2020,59,Massachusetts
6/12/2020,48,Michigan
6/12/2020,75,North Carolina
6/12/2020,84,New Jersey
6/12/2020,25,Nevada
6/12/2020,54,New York
6/12/2020,55,New York
6/12/2020,78,Texas
6/12/2020,51,Virginia
6/12/2020,69,Washington
6/13/2020,36,New South Wales
6/13/2020,64,Alberta
6/13/2020,67,British Columbia
6/13/2020,100,Manitoba
6/13/2020,35,Nova Scotia
6/13/2020,44,Ontario
6/13/2020,100,Ontario
6/13/2020,85,Quebec
6/13/2020,59,Quebec
6/13/2020,60,California
6/13/2020,37,California
6/13/2020,42,Colorado
6/13/2020,61,Florida
6/13/2020,57,Georgia
6/13/2020,73,Hawaii
6/13/2020,72,Illinois
6/13/2020,64,Massachusetts
6/13/2020,43,Michigan
6/13/2020,63,North Carolina
6/13/2020,65,New Jersey
6/13/2020,26,Nevada
6/13/2020,75,New York
6/13/2020,65,New York
6/13/2020,61,Texas
6/13/2020,40,Virginia
6/13/2020,59,Washington
6/14/2020,55,New South Wales
6/14/2020,100,Alberta
6/14/2020,100,Alberta
6/14/2020,57,British Columbia
6/14/2020,99,Manitoba
6/14/2020,68,Nova Scotia
6/14/2020,31,Ontario
6/14/2020,71,Ontario
6/14/2020,100,Quebec
6/14/2020,46,Quebec
6/14/2020,54,California
6/14/2020,27,California
6/14/2020,30,Colorado
6/14/2020,62,Florida
6/14/2020,48,Georgia
6/14/2020,93,Hawaii
6/14/2020,66,Illinois
6/14/2020,56,Massachusetts
6/14/2020,35,Michigan
6/14/2020,53,North Carolina
6/14/2020,84,New Jersey
6/14/2020,19,Nevada
6/14/2020,54,New York
6/14/2020,85,New York
6/14/2020,46,Texas
6/14/2020,40,Virginia
6/14/2020,59,Washington
6/15/2020,52,New South Wales
6/15/2020,32,Santiago Province
6/15/2020,100,Alberta
6/15/2020,76,Alberta
6/15/2020,91,British Columbia
6/15/2020,100,Manitoba
6/15/2020,96,Nova Scotia
6/15/2020,79,Ontario
6/15/2020,100,Ontario
6/15/2020,100,Quebec
6/15/2020,81,Quebec
6/15/2020,69,California
6/15/2020,47,California
6/15/2020,48,Colorado
6/15/2020,72,Florida
6/15/2020,57,Georgia
6/15/2020,82,Hawaii
6/15/2020,83,Illinois
6/15/2020,62,Massachusetts
6/15/2020,46,Michigan
6/15/2020,87,North Carolina
6/15/2020,89,New Jersey
6/15/2020,41,Nevada
6/15/2020,64,New York
6/15/2020,56,New York
6/15/2020,77,Texas
6/15/2020,55,Virginia
6/15/2020,64,Washington
6/16/2020,63,New South Wales
6/16/2020,27,Santiago Province
6/16/2020,96,Alberta
6/16/2020,53,Alberta
6/16/2020,89,British Columbia
6/16/2020,100,Manitoba
6/16/2020,89,Nova Scotia
6/16/2020,74,Ontario
6/16/2020,100,Ontario
6/16/2020,100,Quebec
6/16/2020,79,Quebec
6/16/2020,69,California
6/16/2020,50,California
6/16/2020,53,Colorado
6/16/2020,80,Florida
6/16/2020,62,Georgia
6/16/2020,100,Hawaii
6/16/2020,76,Illinois
6/16/2020,68,Massachusetts
6/16/2020,48,Michigan
6/16/2020,78,North Carolina
6/16/2020,85,New Jersey
6/16/2020,29,Nevada
6/16/2020,60,New York
6/16/2020,63,New York
6/16/2020,78,Texas
6/16/2020,53,Virginia
6/16/2020,70,Washington
6/17/2020,58,New South Wales
6/17/2020,30,Santiago Province
6/17/2020,87,Alberta
6/17/2020,61,Alberta
6/17/2020,84,British Columbia
6/17/2020,93,Manitoba
6/17/2020,84,Nova Scotia
6/17/2020,70,Ontario
6/17/2020,100,Ontario
6/17/2020,100,Quebec
6/17/2020,85,Quebec
6/17/2020,67,California
6/17/2020,54,California
6/17/2020,62,Colorado
6/17/2020,80,Florida
6/17/2020,60,Georgia
6/17/2020,84,Hawaii
6/17/2020,79,Illinois
6/17/2020,62,Massachusetts
6/17/2020,43,Michigan
6/17/2020,82,North Carolina
6/17/2020,79,New Jersey
6/17/2020,38,Nevada
6/17/2020,57,New York
6/17/2020,57,New York
6/17/2020,86,Texas
6/17/2020,54,Virginia
6/17/2020,78,Washington
6/18/2020,59,New South Wales
6/18/2020,30,Santiago Province
6/18/2020,90,Alberta
6/18/2020,64,Alberta
6/18/2020,89,British Columbia
6/18/2020,99,Manitoba
6/18/2020,68,Nova Scotia
6/18/2020,70,Ontario
6/18/2020,100,Ontario
6/18/2020,100,Quebec
6/18/2020,86,Quebec
6/18/2020,71,California
6/18/2020,46,California
6/18/2020,56,Colorado
6/18/2020,79,Florida
6/18/2020,62,Georgia
6/18/2020,90,Hawaii
6/18/2020,81,Illinois
6/18/2020,62,Massachusetts
6/18/2020,45,Michigan
6/18/2020,81,North Carolina
6/18/2020,82,New Jersey
6/18/2020,29,Nevada
6/18/2020,53,New York
6/18/2020,59,New York
6/18/2020,83,Texas
6/18/2020,59,Virginia
6/18/2020,72,Washington
6/19/2020,65,New South Wales
6/19/2020,28,Santiago Province
6/19/2020,88,Alberta
6/19/2020,96,Alberta
6/19/2020,82,British Columbia
6/19/2020,90,Manitoba
6/19/2020,68,Nova Scotia
6/19/2020,65,Ontario
6/19/2020,99,Ontario
6/19/2020,100,Quebec
6/19/2020,81,Quebec
6/19/2020,60,California
6/19/2020,51,California
6/19/2020,63,Colorado
6/19/2020,77,Florida
6/19/2020,60,Georgia
6/19/2020,92,Hawaii
6/19/2020,79,Illinois
6/19/2020,59,Massachusetts
6/19/2020,45,Michigan
6/19/2020,84,North Carolina
6/19/2020,77,New Jersey
6/19/2020,32,Nevada
6/19/2020,54,New York
6/19/2020,51,New York
6/19/2020,78,Texas
6/19/2020,56,Virginia
6/19/2020,68,Washington
6/20/2020,26,New South Wales
6/20/2020,16,Santiago Province
6/20/2020,74,Alberta
6/20/2020,65,Alberta
6/20/2020,68,British Columbia
6/20/2020,100,Manitoba
6/20/2020,48,Nova Scotia
6/20/2020,37,Ontario
6/20/2020,80,Ontario
6/20/2020,67,Quebec
6/20/2020,60,Quebec
6/20/2020,53,California
6/20/2020,36,California
6/20/2020,41,Colorado
6/20/2020,74,Florida
6/20/2020,54,Georgia
6/20/2020,89,Hawaii
6/20/2020,61,Illinois
6/20/2020,52,Massachusetts
6/20/2020,40,Michigan
6/20/2020,67,North Carolina
6/20/2020,79,New Jersey
6/20/2020,20,Nevada
6/20/2020,60,New York
6/20/2020,63,New York
6/20/2020,58,Texas
6/20/2020,41,Virginia
6/20/2020,56,Washington
6/21/2020,46,New South Wales
6/21/2020,14,Santiago Province
6/21/2020,87,Alberta
6/21/2020,65,British Columbia
6/21/2020,83,Manitoba
6/21/2020,36,Nova Scotia
6/21/2020,29,Ontario
6/21/2020,84,Ontario
6/21/2020,76,Quebec
6/21/2020,48,Quebec
6/21/2020,46,California
6/21/2020,20,California
6/21/2020,28,Colorado
6/21/2020,60,Florida
6/21/2020,48,Georgia
6/21/2020,95,Hawaii
6/21/2020,58,Illinois
6/21/2020,56,Massachusetts
6/21/2020,29,Michigan
6/21/2020,57,North Carolina
6/21/2020,92,New Jersey
6/21/2020,15,Nevada
6/21/2020,43,New York
6/21/2020,72,New York
6/21/2020,44,Texas
6/21/2020,28,Virginia
6/21/2020,62,Washington
6/22/2020,50,New South Wales
6/22/2020,37,Santiago Province
6/22/2020,100,Alberta
6/22/2020,74,Alberta
6/22/2020,94,British Columbia
6/22/2020,100,Manitoba
6/22/2020,96,Nova Scotia
6/22/2020,77,Ontario
6/22/2020,100,Ontario
6/22/2020,100,Quebec
6/22/2020,85,Quebec
6/22/2020,63,California
6/22/2020,51,California
6/22/2020,50,Colorado
6/22/2020,76,Florida
6/22/2020,57,Georgia
6/22/2020,88,Hawaii
6/22/2020,72,Illinois
6/22/2020,58,Massachusetts
6/22/2020,41,Michigan
6/22/2020,84,North Carolina
6/22/2020,96,New Jersey
6/22/2020,33,Nevada
6/22/2020,66,New York
6/22/2020,57,New York
6/22/2020,69,Texas
6/22/2020,63,Virginia
6/22/2020,67,Washington
6/23/2020,58,New South Wales
6/23/2020,32,Santiago Province
6/23/2020,91,Alberta
6/23/2020,85,Alberta
6/23/2020,80,British Columbia
6/23/2020,94,Manitoba
6/23/2020,81,Nova Scotia
6/23/2020,65,Ontario
6/23/2020,100,Ontario
6/23/2020,100,Quebec
6/23/2020,83,Quebec
6/23/2020,67,California
6/23/2020,45,California
6/23/2020,56,Colorado
6/23/2020,92,Florida
6/23/2020,62,Georgia
6/23/2020,95,Hawaii
6/23/2020,87,Illinois
6/23/2020,65,Massachusetts
6/23/2020,54,Michigan
6/23/2020,87,North Carolina
6/23/2020,92,New Jersey
6/23/2020,36,Nevada
6/23/2020,70,New York
6/23/2020,56,New York
6/23/2020,66,Texas
6/23/2020,61,Virginia
6/23/2020,76,Washington
6/24/2020,58,New South Wales
6/24/2020,30,Santiago Province
6/24/2020,89,Alberta
6/24/2020,88,Alberta
6/24/2020,83,British Columbia
6/24/2020,99,Manitoba
6/24/2020,86,Nova Scotia
6/24/2020,69,Ontario
6/24/2020,100,Ontario
6/24/2020,31,Quebec
6/24/2020,25,Quebec
6/24/2020,67,California
6/24/2020,44,California
6/24/2020,65,Colorado
6/24/2020,85,Florida
6/24/2020,64,Georgia
6/24/2020,85,Hawaii
6/24/2020,82,Illinois
6/24/2020,68,Massachusetts
6/24/2020,49,Michigan
6/24/2020,82,North Carolina
6/24/2020,91,New Jersey
6/24/2020,30,Nevada
6/24/2020,61,New York
6/24/2020,57,New York
6/24/2020,85,Texas
6/24/2020,67,Virginia
6/24/2020,80,Washington
6/25/2020,62,New South Wales
6/25/2020,29,Santiago Province
6/25/2020,90,Alberta
6/25/2020,62,Alberta
6/25/2020,84,British Columbia
6/25/2020,96,Manitoba
6/25/2020,78,Nova Scotia
6/25/2020,69,Ontario
6/25/2020,95,Ontario
6/25/2020,99,Quebec
6/25/2020,71,Quebec
6/25/2020,69,California
6/25/2020,47,California
6/25/2020,53,Colorado
6/25/2020,80,Florida
6/25/2020,65,Georgia
6/25/2020,88,Hawaii
6/25/2020,85,Illinois
6/25/2020,55,Massachusetts
6/25/2020,46,Michigan
6/25/2020,73,North Carolina
6/25/2020,98,New Jersey
6/25/2020,34,Nevada
6/25/2020,57,New York
6/25/2020,60,New York
6/25/2020,79,Texas
6/25/2020,58,Virginia
6/25/2020,76,Washington
6/26/2020,53,New South Wales
6/26/2020,32,Santiago Province
6/26/2020,90,Alberta
6/26/2020,89,Alberta
6/26/2020,81,British Columbia
6/26/2020,100,Manitoba
6/26/2020,65,Nova Scotia
6/26/2020,63,Ontario
6/26/2020,90,Ontario
6/26/2020,100,Quebec
6/26/2020,87,Quebec
6/26/2020,68,California
6/26/2020,50,California
6/26/2020,64,Colorado
6/26/2020,85,Florida
6/26/2020,60,Georgia
6/26/2020,81,Hawaii
6/26/2020,71,Illinois
6/26/2020,62,Massachusetts
6/26/2020,52,Michigan
6/26/2020,84,North Carolina
6/26/2020,100,New Jersey
6/26/2020,37,Nevada
6/26/2020,58,New York
6/26/2020,54,New York
6/26/2020,70,Texas
6/26/2020,55,Virginia
6/26/2020,73,Washington
6/27/2020,51,New South Wales
6/27/2020,19,Santiago Province
6/27/2020,80,Alberta
6/27/2020,70,British Columbia
6/27/2020,94,Manitoba
6/27/2020,35,Nova Scotia
6/27/2020,43,Ontario
6/27/2020,91,Ontario
6/27/2020,79,Quebec
6/27/2020,57,Quebec
6/27/2020,59,California
6/27/2020,46,California
6/27/2020,47,Colorado
6/27/2020,72,Florida
6/27/2020,62,Georgia
6/27/2020,88,Hawaii
6/27/2020,72,Illinois
6/27/2020,54,Massachusetts
6/27/2020,40,Michigan
6/27/2020,64,North Carolina
6/27/2020,95,New Jersey
6/27/2020,20,Nevada
6/27/2020,55,New York
6/27/2020,76,New York
6/27/2020,62,Texas
6/27/2020,56,Virginia
6/27/2020,60,Washington
6/28/2020,48,New South Wales
6/28/2020,81,Alberta
6/28/2020,51,Alberta
6/28/2020,59,British Columbia
6/28/2020,100,Manitoba
6/28/2020,44,Nova Scotia
6/28/2020,41,Ontario
6/28/2020,100,Ontario
6/28/2020,76,Quebec
6/28/2020,43,Quebec
6/28/2020,55,California
6/28/2020,24,California
6/28/2020,37,Colorado
6/28/2020,66,Florida
6/28/2020,57,Georgia
6/28/2020,92,Hawaii
6/28/2020,64,Illinois
6/28/2020,59,Massachusetts
6/28/2020,37,Michigan
6/28/2020,69,North Carolina
6/28/2020,100,New Jersey
6/28/2020,16,Nevada
6/28/2020,44,New York
6/28/2020,82,New York
6/28/2020,54,Texas
6/28/2020,28,Virginia
6/28/2020,46,Washington
6/29/2020,57,New South Wales
6/29/2020,19,Santiago Province
6/29/2020,100,Alberta
6/29/2020,72,Alberta
6/29/2020,93,British Columbia
6/29/2020,100,Manitoba
6/29/2020,92,Nova Scotia
6/29/2020,69,Ontario
6/29/2020,100,Ontario
6/29/2020,100,Quebec
6/29/2020,88,Quebec
6/29/2020,66,California
6/29/2020,50,California
6/29/2020,58,Colorado
6/29/2020,76,Florida
6/29/2020,58,Georgia
6/29/2020,100,Hawaii
6/29/2020,78,Illinois
6/29/2020,62,Massachusetts
6/29/2020,44,Michigan
6/29/2020,80,North Carolina
6/29/2020,100,New Jersey
6/29/2020,32,Nevada
6/29/2020,68,New York
6/29/2020,53,New York
6/29/2020,70,Texas
6/29/2020,59,Virginia
6/29/2020,61,Washington
6/30/2020,62,New South Wales
6/30/2020,27,Santiago Province
6/30/2020,89,Alberta
6/30/2020,56,Alberta
6/30/2020,88,British Columbia
6/30/2020,100,Manitoba
6/30/2020,80,Nova Scotia
6/30/2020,69,Ontario
6/30/2020,100,Ontario
6/30/2020,100,Quebec
6/30/2020,87,Quebec
6/30/2020,72,California
6/30/2020,50,California
6/30/2020,60,Colorado
6/30/2020,87,Florida
6/30/2020,70,Georgia
6/30/2020,92,Hawaii
6/30/2020,82,Illinois
6/30/2020,61,Massachusetts
6/30/2020,55,Michigan
6/30/2020,76,North Carolina
6/30/2020,100,New Jersey
6/30/2020,29,Nevada
6/30/2020,66,New York
6/30/2020,56,New York
6/30/2020,77,Texas
6/30/2020,53,Virginia
6/30/2020,67,Washington
7/1/2020,62,New South Wales
7/1/2020,33,Santiago Province
7/1/2020,27,Alberta
7/1/2020,9,Alberta
7/1/2020,33,British Columbia
7/1/2020,15,Manitoba
7/1/2020,45,Nova Scotia
7/1/2020,16,Ontario
7/1/2020,28,Ontario
7/1/2020,71,Quebec
7/1/2020,36,Quebec
7/1/2020,71,California
7/1/2020,52,California
7/1/2020,71,Colorado
7/1/2020,86,Florida
7/1/2020,63,Georgia
7/1/2020,75,Hawaii
7/1/2020,78,Illinois
7/1/2020,68,Massachusetts
7/1/2020,55,Michigan
7/1/2020,76,North Carolina
7/1/2020,94,New Jersey
7/1/2020,37,Nevada
7/1/2020,76,New York
7/1/2020,53,New York
7/1/2020,80,Texas
7/1/2020,51,Virginia
7/1/2020,80,Washington
7/2/2020,56,New South Wales
7/2/2020,25,Santiago Province
7/2/2020,77,Alberta
7/2/2020,74,Alberta
7/2/2020,65,British Columbia
7/2/2020,82,Manitoba
7/2/2020,66,Nova Scotia
7/2/2020,66,Ontario
7/2/2020,76,Ontario
7/2/2020,95,Quebec
